运动量,活跃时长,活跃状态,温度,电压,时间
178135,106885,4,3724,3179,2021-11-10 04:56:00
178148,106885,4,3726,3177,2021-11-10 05:01:00
178166,106885,4,3707,3178,2021-11-10 05:06:10
178173,106885,4,3694,3175,2021-11-10 05:11:10
178189,106885,4,3682,3179,2021-11-10 05:16:10
178204,106885,4,3680,3178,2021-11-10 05:21:10
178268,106899,0,3683,3181,2021-11-10 05:26:10
178268,106899,4,3683,3178,2021-11-10 05:31:20
178268,106899,4,3694,3178,2021-11-10 05:36:20
178287,106899,4,3683,3175,2021-11-10 05:41:20
178292,106899,4,3667,3175,2021-11-10 05:46:20
178384,106922,0,3620,3177,2021-11-10 05:51:20
178409,106932,4,3616,3176,2021-11-10 05:56:20
178420,106932,4,3641,3180,2021-11-10 06:01:30
178427,106932,4,3666,3178,2021-11-10 06:06:40
178452,106932,4,3661,3178,2021-11-10 06:11:30
178714,107135,0,3667,3177,2021-11-10 06:16:30
178981,107365,0,3663,3178,2021-11-10 06:21:30
179216,107542,0,3661,3175,2021-11-10 06:26:30
179467,107747,0,3634,3180,2021-11-10 06:31:30
179712,107929,0,3655,3177,2021-11-10 06:36:30
179943,108035,0,3642,3180,2021-11-10 06:41:30
180111,108097,0,3642,3179,2021-11-10 06:46:30
180247,108109,4,3565,3173,2021-11-10 06:51:40
180330,108146,4,3512,3177,2021-11-10 06:56:40
180611,108413,0,3512,3174,2021-11-10 07:01:40
180816,108593,0,3538,3175,2021-11-10 07:06:40
181012,108772,0,3553,3175,2021-11-10 07:11:40
181109,108814,4,3547,3173,2021-11-10 07:16:40
181274,108836,4,3607,3178,2021-11-10 07:24:10
181290,108836,4,3642,3176,2021-11-10 07:29:10
181341,108836,4,3651,3180,2021-11-10 07:34:10
181393,108847,4,3572,3178,2021-11-10 07:39:10
181463,108867,0,3598,3175,2021-11-10 07:44:10
181518,108880,4,3637,3177,2021-11-10 07:49:20
181588,108880,4,3639,3173,2021-11-10 07:54:19
181618,108880,4,3620,3178,2021-11-10 07:59:20
181627,108880,4,3635,3174,2021-11-10 08:04:19
181639,108880,4,3632,3174,2021-11-10 08:09:19
181686,108880,4,3642,3173,2021-11-10 08:14:19
181698,108880,4,3555,3178,2021-11-10 08:19:19
181711,108880,4,3530,3177,2021-11-10 08:24:20
181769,108900,0,3538,3175,2021-11-10 08:29:20
182008,109115,0,3542,3172,2021-11-10 08:34:20
182189,109243,0,3566,3174,2021-11-10 08:39:20
182215,109243,4,3522,3174,2021-11-10 08:44:20
182236,109243,4,3535,3174,2021-11-10 08:49:20
182236,109243,4,3540,3177,2021-11-10 08:54:20
182242,109243,4,3524,3173,2021-11-10 08:59:20
182244,109243,4,3517,3174,2021-11-10 09:04:20
182252,109243,4,3519,3173,2021-11-10 09:09:20
182260,109243,4,3535,3176,2021-11-10 09:14:20
182275,109243,4,3520,3174,2021-11-10 09:19:20
182285,109243,4,3522,3174,2021-11-10 09:24:20
182396,109304,4,3545,3172,2021-11-10 09:29:20
182431,109322,4,3530,3171,2021-11-10 09:34:20
182442,109322,4,3547,3172,2021-11-10 09:39:20
182445,109322,4,3535,3176,2021-11-10 09:44:20
182460,109322,4,3528,3171,2021-11-10 09:49:20
182460,109322,4,3529,3171,2021-11-10 09:54:20
182494,109322,4,3551,3175,2021-11-10 09:59:20
182570,109362,0,3535,3175,2021-11-10 10:04:20
182600,109362,4,3538,3174,2021-11-10 10:09:20
182605,109362,4,3571,3173,2021-11-10 10:14:20
182611,109362,4,3555,3173,2021-11-10 10:19:20
182611,109362,4,3549,3173,2021-11-10 10:24:20
182620,109362,4,3540,3174,2021-11-10 10:29:20
182622,109362,4,3534,3174,2021-11-10 10:34:20
182630,109362,4,3536,3170,2021-11-10 10:39:20
182632,109362,4,3540,3174,2021-11-10 10:44:20
182640,109362,4,3538,3174,2021-11-10 10:49:20
182646,109362,4,3530,3173,2021-11-10 10:54:20
182788,109430,0,3554,3172,2021-11-10 10:59:20
182793,109430,4,3533,3175,2021-11-10 11:04:20
182892,109467,0,3558,3171,2021-11-10 11:09:20
182912,109467,4,3515,3171,2021-11-10 11:14:20
182927,109467,4,3503,3177,2021-11-10 11:19:20
182927,109467,4,3525,3172,2021-11-10 11:24:20
182927,109467,4,3556,3172,2021-11-10 11:29:20
182928,109467,4,3540,3169,2021-11-10 11:34:20
182931,109467,4,3533,3173,2021-11-10 11:39:20
182931,109467,4,3535,3173,2021-11-10 11:44:20
182933,109467,4,3542,3173,2021-11-10 11:49:20
182945,109467,4,3551,3173,2021-11-10 11:54:20
183032,109494,0,3538,3172,2021-11-10 11:59:20
183050,109494,4,3594,3174,2021-11-10 12:04:20
183055,109494,4,3632,3175,2021-11-10 12:09:20
183180,109526,4,3622,3176,2021-11-10 12:14:20
183244,109539,4,3579,3178,2021-11-10 12:19:20
183264,109539,4,3605,3173,2021-11-10 12:24:30
183311,109539,4,3635,3178,2021-11-10 12:29:30
183370,109554,0,3639,3178,2021-11-10 12:34:30
183458,109577,4,3634,3176,2021-11-10 12:39:30
183580,109611,0,3487,3172,2021-11-10 12:44:30
183582,109611,4,3465,3170,2021-11-10 12:49:30
183606,109611,4,3519,3174,2021-11-10 12:54:30
183633,109611,4,3551,3175,2021-11-10 12:59:30
183730,109663,0,3549,3172,2021-11-10 13:04:30
183796,109670,4,3564,3174,2021-11-10 13:09:30
183855,109680,4,3603,3173,2021-11-10 13:14:40
183893,109680,4,3618,3172,2021-11-10 13:19:40
183945,109680,4,3626,3173,2021-11-10 13:24:40
184142,109744,0,3603,3172,2021-11-10 13:29:40
184410,109983,0,3580,3174,2021-11-10 13:34:40
184693,110268,0,3614,3173,2021-11-10 13:39:40
184980,110505,0,3630,3174,2021-11-10 13:44:50
185266,110783,0,3640,3173,2021-11-10 13:49:50
185540,110997,0,3609,3175,2021-11-10 13:54:50
185812,111216,0,3642,3173,2021-11-10 13:59:50
186006,111304,4,3663,3176,2021-11-10 14:04:50
186104,111304,4,3542,3174,2021-11-10 14:09:50
186278,111389,0,3445,3173,2021-11-10 14:14:50
186447,111423,4,3448,3174,2021-11-10 14:19:50
186631,111485,0,3549,3173,2021-11-10 14:24:50
186806,111533,0,3551,3172,2021-11-10 14:29:50
186911,111571,4,3568,3173,2021-11-10 14:34:50
187004,111596,0,3573,3174,2021-11-10 14:39:50
187221,111700,0,3565,3174,2021-11-10 14:45:00
187381,111776,0,3603,3173,2021-11-10 14:50:00
187456,111832,0,3594,3173,2021-11-10 14:55:00
187562,111910,0,3584,3175,2021-11-10 15:00:00
187578,111910,4,3589,3172,2021-11-10 15:05:00
187622,111910,4,3582,3176,2021-11-10 15:10:00
187626,111910,4,3580,3169,2021-11-10 15:15:00
187642,111910,4,3574,3173,2021-11-10 15:20:00
187643,111910,4,3566,3171,2021-11-10 15:25:00
187644,111910,4,3566,3170,2021-11-10 15:30:02
187644,111910,4,3560,3171,2021-11-10 15:35:03
187644,111910,4,3562,3172,2021-11-10 15:40:05
187644,111910,4,3551,3168,2021-11-10 15:45:06
187645,111910,4,3554,3173,2021-11-10 15:50:07
187663,111910,4,3569,3172,2021-11-10 15:55:09
187701,111910,4,3530,3172,2021-11-10 16:00:10
187728,111910,4,3526,3171,2021-11-10 16:05:12
187741,111910,4,3536,3169,2021-11-10 16:10:23
187741,111910,4,3545,3170,2021-11-10 16:15:15
187741,111910,4,3545,3170,2021-11-10 16:20:16
187741,111910,4,3535,3172,2021-11-10 16:25:18
187748,111910,4,3556,3170,2021-11-10 16:30:19
187756,111910,4,3549,3175,2021-11-10 16:35:20
187859,111938,0,3478,3171,2021-11-10 16:40:22
188000,111948,4,3490,3172,2021-11-10 16:45:23
188017,111948,4,3564,3170,2021-11-10 16:50:25
188061,111948,4,3605,3173,2021-11-10 16:55:26
188065,111948,4,3653,3174,2021-11-10 17:00:28
188093,111948,4,3663,3177,2021-11-10 17:05:29
188096,111948,4,3689,3171,2021-11-10 17:10:31
188106,111948,4,3682,3174,2021-11-10 17:15:32
188133,111948,4,3683,3174,2021-11-10 17:20:33
188133,111948,4,3690,3175,2021-11-10 17:25:35
188133,111948,4,3694,3173,2021-11-10 17:30:36
188144,111948,4,3678,3174,2021-11-10 17:35:38
188150,111948,4,3655,3174,2021-11-10 17:40:39
188162,111948,4,3660,3173,2021-11-10 17:45:40
188185,111948,4,3663,3178,2021-11-10 17:50:42
188203,111948,4,3668,3176,2021-11-10 17:55:43
188245,111961,4,3682,3175,2021-11-10 18:00:45
188482,112149,0,3646,3177,2021-11-10 18:05:46
188757,112422,0,3640,3174,2021-11-10 18:10:47
189021,112675,0,3637,3175,2021-11-10 18:15:49
189277,112882,0,3637,3175,2021-11-10 18:20:50
189538,113097,0,3635,3175,2021-11-10 18:25:52
189694,113125,4,3660,3177,2021-11-10 18:30:53
189835,113146,4,3646,3175,2021-11-10 18:35:55
189995,113205,0,3601,3171,2021-11-10 18:40:56
190183,113323,0,3502,3167,2021-11-10 18:45:57
190446,113566,0,3508,3169,2021-11-10 18:50:59
190560,113652,4,3553,3171,2021-11-10 18:56:00
190582,113652,4,3578,3168,2021-11-10 19:01:02
190616,113652,4,3598,3170,2021-11-10 19:06:03
190710,113667,4,3592,3175,2021-11-10 19:11:05
190730,113667,4,3596,3170,2021-11-10 19:16:06
190781,113678,4,3600,3170,2021-11-10 19:21:08
190781,113678,4,3659,3172,2021-11-10 19:26:09
190781,113678,4,3694,3176,2021-11-10 19:31:11
190783,113678,4,3705,3175,2021-11-10 19:36:12
190783,113678,4,3725,3175,2021-11-10 19:41:13
190783,113678,4,3728,3177,2021-11-10 19:46:15
190880,113751,0,3719,3177,2021-11-10 19:51:16
190911,113751,4,3663,3175,2021-11-10 19:56:18
190911,113751,4,3639,3171,2021-11-10 20:01:19
190918,113751,4,3620,3172,2021-11-10 20:06:21
190918,113751,4,3617,3172,2021-11-10 20:11:22
190918,113751,4,3624,3170,2021-11-10 20:16:23
190976,113782,4,3622,3173,2021-11-10 20:21:25
191016,113806,4,3632,3173,2021-11-10 20:26:26
191048,113806,4,3607,3174,2021-11-10 20:31:28
191048,113806,4,3585,3171,2021-11-10 20:36:29
191050,113806,4,3582,3176,2021-11-10 20:41:31
191050,113806,4,3584,3175,2021-11-10 20:46:32
191056,113806,4,3585,3169,2021-11-10 20:51:34
191155,113832,0,3536,3172,2021-11-10 20:56:35
191171,113832,4,3600,3168,2021-11-10 21:01:37
191203,113832,4,3601,3170,2021-11-10 21:06:38
191225,113832,4,3612,3176,2021-11-10 21:11:40
191315,113872,4,3605,3177,2021-11-10 21:16:51
191397,113902,4,3569,3169,2021-11-10 21:21:42
191410,113902,4,3558,3172,2021-11-10 21:26:44
191413,113902,4,3558,3171,2021-11-10 21:31:45
191419,113902,4,3566,3171,2021-11-10 21:36:47
191419,113902,4,3569,3172,2021-11-10 21:41:48
191420,113902,4,3564,3175,2021-11-10 21:46:50
191420,113902,4,3571,3172,2021-11-10 21:51:51
191420,113902,4,3574,3173,2021-11-10 21:56:53
191420,113902,4,3574,3175,2021-11-10 22:01:54
191420,113902,4,3569,3171,2021-11-10 22:06:56
191425,113902,4,3580,3171,2021-11-10 22:11:57
191431,113902,4,3589,3169,2021-11-10 22:16:59
191431,113902,4,3590,3172,2021-11-10 22:22:00
191432,113902,4,3600,3173,2021-11-10 22:27:02
191437,113902,4,3600,3172,2021-11-10 22:32:03
191437,113902,4,3603,3171,2021-11-10 22:37:04
191437,113902,4,3610,3171,2021-11-10 22:42:06
191443,113902,4,3610,3171,2021-11-10 22:47:07
191445,113902,4,3620,3171,2021-11-10 22:52:09
191450,113902,4,3621,3170,2021-11-10 22:57:10
191450,113902,4,3628,3171,2021-11-10 23:02:12
191453,113902,4,3632,3173,2021-11-10 23:07:13
191454,113902,4,3628,3176,2021-11-10 23:12:15
191458,113902,4,3632,3171,2021-11-10 23:17:16
191498,113914,0,3612,3170,2021-11-10 23:22:18
191561,113929,4,3621,3173,2021-11-10 23:27:19
191591,113943,4,3660,3173,2021-11-10 23:32:21
191591,113943,4,3719,3176,2021-11-10 23:37:22
191591,113943,4,3741,3173,2021-11-10 23:42:24
191591,113943,4,3763,3175,2021-11-10 23:47:25
191592,113943,4,3758,3172,2021-11-10 23:52:27
191592,113943,4,3761,3174,2021-11-10 23:57:38
191592,113943,4,3761,3172,2021-11-11 00:02:29
191592,113943,4,3765,3172,2021-11-11 00:07:31
191592,113943,4,3763,3174,2021-11-11 00:12:32
191613,113943,4,3763,3173,2021-11-11 00:17:33
191662,113957,4,3760,3176,2021-11-11 00:22:35
191662,113957,4,3758,3173,2021-11-11 00:27:36
191662,113957,4,3765,3177,2021-11-11 00:32:38
191662,113957,4,3758,3174,2021-11-11 00:37:39
191662,113957,4,3752,3178,2021-11-11 00:42:41
191667,113957,4,3756,3175,2021-11-11 00:47:42
191667,113957,4,3765,3172,2021-11-11 00:52:43
191676,113957,4,3761,3176,2021-11-11 00:57:45
191676,113957,4,3767,3176,2021-11-11 01:02:46
191686,113957,4,3760,3177,2021-11-11 01:07:48
191706,113957,4,3723,3175,2021-11-11 01:12:49
191747,113970,4,3710,3172,2021-11-11 01:17:51
191821,113980,4,3694,3175,2021-11-11 01:22:52
191847,113980,4,3698,3172,2021-11-11 01:27:53
191878,113980,4,3703,3175,2021-11-11 01:32:55
191955,113990,4,3675,3174,2021-11-11 01:37:56
191955,113990,4,3653,3172,2021-11-11 01:42:58
191959,113990,4,3663,3172,2021-11-11 01:47:59
191964,113990,4,3680,3173,2021-11-11 01:53:00
191973,113990,4,3682,3173,2021-11-11 01:58:02
191984,113990,4,3659,3174,2021-11-11 02:03:03
192017,114000,4,3648,3174,2021-11-11 02:08:05
192018,114000,4,3668,3175,2021-11-11 02:13:06
192020,114000,4,3696,3170,2021-11-11 02:18:08
192020,114000,4,3694,3172,2021-11-11 02:25:40
192020,114000,4,3690,3176,2021-11-11 02:30:41
192025,114000,4,3682,3169,2021-11-11 02:35:43
192025,114000,4,3690,3172,2021-11-11 02:40:44
192028,114000,4,3678,3171,2021-11-11 02:45:46
192030,114000,4,3670,3171,2021-11-11 02:50:47
192046,114000,4,3659,3169,2021-11-11 02:55:49
192058,114000,4,3655,3168,2021-11-11 03:00:50
192058,114000,4,3659,3171,2021-11-11 03:05:51
192067,114000,4,3659,3170,2021-11-11 03:10:53
192072,114000,4,3644,3170,2021-11-11 03:15:54
192073,114000,4,3626,3170,2021-11-11 03:20:56
192077,114000,4,3609,3171,2021-11-11 03:25:57
192081,114000,4,3605,3171,2021-11-11 03:30:59
192081,114000,4,3600,3175,2021-11-11 03:36:00
192083,114000,4,3600,3170,2021-11-11 03:41:00
192083,114000,4,3603,3172,2021-11-11 03:46:01
192083,114000,4,3590,3174,2021-11-11 03:51:01
192091,114000,4,3594,3172,2021-11-11 03:56:01
192099,114000,4,3598,3172,2021-11-11 04:01:11
192153,114000,4,3580,3172,2021-11-11 04:06:11
192156,114000,4,3594,3175,2021-11-11 04:11:11
192162,114000,4,3601,3172,2021-11-11 04:16:10
192162,114000,4,3600,3171,2021-11-11 04:21:11
192175,114000,4,3600,3172,2021-11-11 04:26:11
192176,114000,4,3605,3171,2021-11-11 04:31:11
192176,114000,4,3610,3168,2021-11-11 04:36:11
192176,114000,4,3607,3172,2021-11-11 04:41:11
192184,114000,4,3610,3172,2021-11-11 04:46:11
192205,114000,4,3626,3173,2021-11-11 04:51:11
192208,114000,4,3668,3171,2021-11-11 04:56:11
192297,114012,4,3633,3172,2021-11-11 05:01:11
192297,114012,4,3624,3173,2021-11-11 05:06:11
192569,114241,0,3610,3172,2021-11-11 05:11:11
192836,114478,0,3653,3170,2021-11-11 05:16:10
193098,114712,0,3655,3172,2021-11-11 05:21:11
193372,114976,0,3664,3175,2021-11-11 05:26:10
193633,115184,0,3622,3173,2021-11-11 05:31:10
193847,115307,0,3640,3174,2021-11-11 05:36:10
193983,115343,4,3644,3171,2021-11-11 05:41:20
194065,115343,4,3651,3172,2021-11-11 05:46:20
194158,115353,4,3592,3172,2021-11-11 05:51:20
194220,115367,4,3615,3168,2021-11-11 05:56:20
194316,115391,0,3568,3170,2021-11-11 06:01:20
194464,115452,0,3563,3168,2021-11-11 06:06:20
194573,115464,0,3614,3172,2021-11-11 06:11:20
194661,115464,4,3582,3173,2021-11-11 06:16:20
194670,115464,4,3594,3173,2021-11-11 06:21:20
194699,115464,4,3603,3168,2021-11-11 06:26:20
194710,115464,4,3605,3169,2021-11-11 06:31:20
194752,115475,4,3603,3172,2021-11-11 06:36:20
194775,115475,4,3596,3168,2021-11-11 06:41:30
194787,115475,4,3601,3171,2021-11-11 06:46:30
194929,115511,0,3574,3171,2021-11-11 06:51:30
194972,115533,0,3637,3170,2021-11-11 06:56:30
195043,115556,4,3653,3170,2021-11-11 07:01:30
195045,115556,4,3660,3171,2021-11-11 07:06:30
195057,115556,4,3648,3170,2021-11-11 07:11:30
195084,115556,4,3633,3171,2021-11-11 07:16:30
195109,115556,4,3624,3170,2021-11-11 07:21:30
195131,115556,4,3630,3173,2021-11-11 07:26:30
195170,115556,4,3633,3175,2021-11-11 07:31:40
195210,115556,4,3632,3172,2021-11-11 07:36:40
195276,115571,4,3603,3170,2021-11-11 07:41:40
195334,115571,4,3574,3174,2021-11-11 07:46:40
195357,115571,4,3544,3171,2021-11-11 07:51:40
195402,115571,4,3506,3171,2021-11-11 07:56:40
195402,115571,4,3534,3169,2021-11-11 08:01:40
195402,115571,4,3551,3171,2021-11-11 08:06:40
195402,115571,4,3555,3169,2021-11-11 08:11:40
195402,115571,4,3560,3172,2021-11-11 08:16:40
195402,115571,4,3570,3174,2021-11-11 08:21:40
195404,115571,4,3584,3170,2021-11-11 08:26:40
195410,115571,4,3574,3173,2021-11-11 08:31:40
195451,115571,4,3570,3170,2021-11-11 08:36:40
195452,115571,4,3558,3170,2021-11-11 08:41:40
195455,115571,4,3558,3172,2021-11-11 08:46:40
195456,115571,4,3567,3168,2021-11-11 08:51:40
195456,115571,4,3571,3168,2021-11-11 08:56:40
195458,115571,4,3572,3171,2021-11-11 09:01:40
195463,115571,4,3574,3171,2021-11-11 09:06:40
195463,115571,4,3569,3172,2021-11-11 09:11:40
195484,115571,4,3561,3172,2021-11-11 09:16:40
195555,115603,0,3581,3169,2021-11-11 09:21:40
195561,115603,4,3571,3170,2021-11-11 09:26:40
195562,115603,4,3578,3171,2021-11-11 09:31:40
195562,115603,4,3574,3170,2021-11-11 09:36:40
195565,115603,4,3581,3170,2021-11-11 09:41:41
195566,115603,4,3589,3169,2021-11-11 09:46:41
195568,115603,4,3576,3171,2021-11-11 09:51:41
195568,115603,4,3589,3171,2021-11-11 09:56:41
195570,115603,4,3585,3170,2021-11-11 10:01:41
195587,115603,4,3594,3171,2021-11-11 10:06:41
195600,115603,4,3589,3172,2021-11-11 10:11:41
195609,115603,4,3600,3171,2021-11-11 10:16:41
195611,115603,4,3594,3168,2021-11-11 10:21:41
195614,115603,4,3601,3171,2021-11-11 10:26:41
195621,115603,4,3601,3169,2021-11-11 10:31:41
195625,115603,4,3594,3172,2021-11-11 10:36:41
195626,115603,4,3600,3170,2021-11-11 10:41:41
195635,115603,4,3590,3172,2021-11-11 10:46:41
195647,115613,4,3571,3168,2021-11-11 10:51:41
195659,115613,4,3600,3172,2021-11-11 10:56:41
195661,115613,4,3603,3169,2021-11-11 11:01:41
195664,115613,4,3598,3172,2021-11-11 11:06:41
195756,115613,4,3571,3171,2021-11-11 11:11:41
195777,115613,4,3624,3172,2021-11-11 11:16:41
195826,115613,4,3646,3171,2021-11-11 11:21:41
195882,115623,4,3633,3170,2021-11-11 11:26:41
195928,115623,4,3639,3173,2021-11-11 11:31:41
195945,115623,4,3630,3174,2021-11-11 11:36:41
195988,115623,4,3632,3172,2021-11-11 11:41:41
196058,115646,0,3615,3171,2021-11-11 11:46:41
196113,115648,4,3574,3170,2021-11-11 11:51:41
196165,115659,4,3578,3171,2021-11-11 11:56:41
196233,115659,4,3626,3174,2021-11-11 12:01:41
196293,115659,4,3598,3173,2021-11-11 12:06:41
196327,115659,4,3609,3171,2021-11-11 12:11:41
196358,115659,4,3646,3169,2021-11-11 12:16:41
196398,115659,4,3639,3172,2021-11-11 12:21:41
196422,115669,4,3624,3172,2021-11-11 12:26:41
196465,115669,4,3633,3174,2021-11-11 12:31:41
196512,115669,4,3610,3176,2021-11-11 12:36:41
196532,115669,4,3612,3172,2021-11-11 12:41:41
196570,115669,4,3621,3174,2021-11-11 12:46:41
196574,115669,4,3616,3172,2021-11-11 12:51:41
196575,115669,4,3622,3174,2021-11-11 12:56:41
196642,115669,4,3621,3172,2021-11-11 13:01:41
196734,115680,0,3580,3170,2021-11-11 13:06:41
196843,115724,0,3581,3172,2021-11-11 13:11:41
196882,115735,4,3556,3169,2021-11-11 13:16:41
196996,115813,0,3589,3172,2021-11-11 13:21:41
197274,116077,0,3538,3173,2021-11-11 13:26:41
197523,116263,0,3560,3172,2021-11-11 13:31:41
197775,116452,0,3572,3172,2021-11-11 13:36:41
198044,116694,0,3578,3175,2021-11-11 13:41:41
198303,116861,0,3581,3173,2021-11-11 13:46:51
198541,117014,0,3620,3173,2021-11-11 13:51:51
198758,117129,0,3664,3172,2021-11-11 13:56:51
198906,117192,4,3612,3169,2021-11-11 14:01:51
199043,117238,0,3594,3169,2021-11-11 14:06:51
199212,117297,4,3572,3167,2021-11-11 14:11:51
199355,117310,0,3563,3172,2021-11-11 14:16:51
199454,117310,4,3551,3167,2021-11-11 14:21:51
199548,117310,4,3592,3173,2021-11-11 14:26:51
199677,117332,0,3603,3171,2021-11-11 14:31:51
199801,117353,4,3578,3172,2021-11-11 14:36:51
199821,117353,4,3596,3171,2021-11-11 14:41:51
199850,117353,4,3624,3171,2021-11-11 14:46:51
199864,117353,4,3639,3170,2021-11-11 14:51:51
199971,117393,0,3622,3172,2021-11-11 14:56:51
200023,117414,4,3562,3172,2021-11-11 15:01:51
200162,117461,0,3585,3171,2021-11-11 15:06:51
200203,117472,4,3610,3173,2021-11-11 15:11:51
200215,117472,4,3605,3170,2021-11-11 15:16:51
200221,117472,4,3603,3168,2021-11-11 15:21:51
200232,117472,4,3603,3169,2021-11-11 15:26:51
200257,117472,4,3601,3168,2021-11-11 15:31:51
200363,117494,4,3497,3171,2021-11-11 15:36:53
200369,117494,4,3549,3172,2021-11-11 15:41:53
200459,117567,0,3594,3172,2021-11-11 15:46:53
200706,117780,0,3556,3171,2021-11-11 15:51:53
200941,117982,0,3533,3169,2021-11-11 15:56:53
201011,118010,0,3509,3168,2021-11-11 16:01:53
201020,118010,4,3519,3170,2021-11-11 16:06:53
201020,118010,4,3513,3168,2021-11-11 16:11:53
201023,118010,4,3508,3168,2021-11-11 16:16:53
201036,118010,4,3528,3170,2021-11-11 16:21:53
201036,118010,4,3596,3170,2021-11-11 16:26:53
201056,118020,4,3626,3168,2021-11-11 16:31:53
201134,118020,4,3594,3171,2021-11-11 16:36:53
201169,118020,4,3563,3169,2021-11-11 16:41:53
201175,118020,4,3572,3169,2021-11-11 16:46:53
201179,118020,4,3574,3170,2021-11-11 16:51:53
201180,118020,4,3538,3169,2021-11-11 16:56:53
201183,118020,4,3536,3168,2021-11-11 17:01:53
201183,118020,4,3528,3169,2021-11-11 17:06:53
201183,118020,4,3522,3169,2021-11-11 17:11:53
201183,118020,4,3527,3170,2021-11-11 17:16:53
201183,118020,4,3533,3169,2021-11-11 17:21:53
201183,118020,4,3524,3169,2021-11-11 17:26:53
201183,118020,4,3517,3170,2021-11-11 17:31:53
201220,118031,4,3528,3166,2021-11-11 17:36:53
201321,118058,4,3534,3168,2021-11-11 17:41:53
201346,118058,4,3526,3169,2021-11-11 17:46:53
201346,118058,4,3529,3171,2021-11-11 17:51:53
201348,118058,4,3522,3171,2021-11-11 17:56:53
201349,118058,4,3530,3170,2021-11-11 18:01:53
201354,118058,4,3528,3169,2021-11-11 18:06:53
201556,118237,0,3540,3170,2021-11-11 18:11:53
201826,118491,0,3572,3173,2021-11-11 18:16:53
202105,118740,0,3614,3169,2021-11-11 18:21:53
202383,118993,0,3590,3170,2021-11-11 18:27:03
202648,119215,0,3610,3171,2021-11-11 18:32:03
202874,119370,0,3612,3168,2021-11-11 18:37:03
203044,119431,4,3616,3171,2021-11-11 18:42:03
203133,119483,0,3609,3169,2021-11-11 18:47:03
203323,119643,0,3506,3170,2021-11-11 18:52:03
203357,119643,4,3607,3171,2021-11-11 18:57:03
203445,119679,0,3626,3172,2021-11-11 19:02:03
203538,119697,0,3574,3169,2021-11-11 19:07:03
203538,119697,4,3616,3170,2021-11-11 19:12:03
